Prodejní cena,Cena v HM,Alternativní cena,PriceWithoutFee,VAT,JC hist. recykl. p?ísp.,CopyrightFee,Currency,Množství skladem,Název 1,Registra?ní ?íslo,PartNumber,?árový kód,MANUFACTURER,IMAGE,URL,DESCRIPTION,Hmotnost,Ší?ka,Výška,Hloubka,WARRANTY,CATEGORYTEXT
797,1399,1156.20,1156.20,21,0,0,CZK,0,Gearlab PA Nylon 3D filament 1.75mm Bílá,GLB256001,GLB256001,5706998851390,,,,,1.31,21.2,7.9,21.1,,
797,1399,1156.20,1156.20,21,0,0,CZK,0,Gearlab PA Nylon 3D filament 1.75mm Pr?hledná,GLB256019,GLB256019,5706998851406,,,,,1.32,21.4,7.4,21.1,,
6375,,0.00,12.60,21,12.6,0,CZK,0,"IP kamera ERNITEC Corona IP-452, 2.8-12mm, 4MPx, FHD, IR-Cut, PoE, bullet, IP66",0070-25452,0070-25452,5704174177616,,,,,2.778,40.,18.8,19.6,,
22179,,0.00,12.60,21,12.6,0,CZK,0,"IP kamera ERNITEC Orion DX 842OPH Outdoor, FHD, 30x, PoE+, H.265, OnVif",0070-05842,0070-05842,5706998952516,,,,,5.4,30.,40.,30.,,
807,,0.00,0.00,21,,0,CZK,0,IP kamera ERNITEC univerzální držák pro kamery Mercury DX/SX,0070-10017,0070-10017,5712505623626,,,,,0.798,24.1,13.2,24.,,
489,,0.00,0.00,21,,0,CZK,0,IP kamera ERNITEC držák na st?nu pro kamery Mercury DX/SX,0070-10016,0070-10016,5712505476246,,,,,0.33,21.4,15.,19.,,
683,,0.00,0.00,21,,0,CZK,0,IP kamera ERNITEC držák pro kamery Mercury / Orion,0070-10007,0070-10007,5711045734502,,,,,0.858,22.,13.3,15.4,,
638,,0.00,0.00,21,,0,CZK,0,IP kamera ERNITEC držák pro kamery Mercury DX/SX,0070-10020,0070-10020,5712505902998,,,,,0.432,17.9,17.2,17.4,,
498,,0.00,0.00,21,,0,CZK,0,IP kamera ERNITEC držák na st?nu pro kamery Mercury / Corona,0070-31003,0070-31003,5704174180357,,,,,0.2,26.5,14.,19.3,,
638,,0.00,0.00,21,,0,CZK,0,IP kamera ERNITEC držák na st?nu pro kamery Mercury / Corona,0070-31002,0070-31002,5704174180340,,,,,0.3,10.,14.,10.,,
770,,0.00,0.00,21,,0,CZK,0,IP kamera ERNITEC montážní adaptér pro kamery Saturn / Orion,0070-10105,0070-10105,5704174117407,,,,,0.134,10.5,8.,8.8,,
532,,0.00,0.00,21,,0,CZK,0,IP kamera ERNITEC montážní adaptér,0070-10110,0070-10110,5706998676665,,,,,0.178,8.6,6.5,6.8,,
670,,0.00,0.00,21,,0,CZK,0,IP kamera ERNITEC montážní sada,0070-10104,0070-10104,5704174117544,,,,,0.308,15.5,9.5,15.4,,
1241,,0.00,0.00,21,,0,CZK,0,IP kamera ERNITEC držák tuba 25cm pro kamery Orion,0070-10025,0070-10025,5712505517789,,,,,1.252,29.8,15.9,16.1,,
1823,,0.00,0.00,21,,0,CZK,0,IP kamera ERNITEC držák tuba 100cm pro kamery Orion,0070-10100,0070-10100,5712505517802,,,,,1.,18.,105.,18.,,
808,,0.00,0.00,21,,0,CZK,0,IP kamera ERNITEC držák pro kamery DX/SX,0070-10004,0070-10004,5711045734182,,,,,0.934,22.,12.2,13.7,,
636,,0.00,0.00,21,,0,CZK,0,"PoE injektor ERNITEC Electra P2 - 802.3af/at, 55V/1.1A, 60W, 1Gbit",ELECTRA-P2-60W,ELECTRA-P2-60W,5706998911421,,,,,0.454,17.1,5.7,14.4,,
370,,0.00,0.00,21,,0,CZK,0,IP kamera ERNITEC držák pro kamery Mercury,0070-31001,0070-31001,5704174180333,,,,,1.128,27.3,18.5,23.2,,
570,,0.00,0.00,21,,0,CZK,0,IP kamera ERNITEC držák pro ORION CA,0070-10106,0070-10106,5704174117414,,,,,0.3,12.,16.,10.,,
654,,0.00,0.00,21,,0,CZK,0,IP kamera ERNITEC držák pro mini dome Mercury kamery,0070-31000,0070-31000,5704174180302,,,,,0.6,18.,12.,18.,,
827,,0.00,0.00,21,,0,CZK,0,IP kamera ERNITEC držák pro kamery Mercury a Orion,0070-10024,0070-10024,5706998776464,,,,,0.854,21.8,13.5,15.5,,
930,,0.00,0.00,21,,0,CZK,0,IP kamera ERNITEC držák pro kamery Orion,0070-10101,0070-10101,5711783235200,,,,,1.9,19.,16.,45.,,
950,,0.00,0.00,21,,0,CZK,0,IP kamera ERNITEC držák pro kamery Mercury,0017-06351,0017-06351,5711783800941,,,,,0.7,21.,16.,14.,,
1298,,0.00,0.00,21,,0,CZK,0,IP kamera ERNITEC držák pro PTZ kamery Orion,0070-10108,0070-10108,5706998845030,,,,,2.,15.,15.,35.,,
1818,,0.00,0.00,21,,0,CZK,0,IP kamera ERNITEC držák pro ORION CA,0017-05203,0017-05203,5711045019173,,,,,0.5,25.,13.,13.,,
3818,,0.00,0.00,21,,0,CZK,0,IP kamera ERNITEC držák pro kamery Orion,0070-10107,0070-10107,5704174174837,,,,,2.7,25.,30.,25.,,
1549,,0.00,12.60,21,12.6,0,CZK,0,"IP kamera ERNITEC IR Mini Bullet Cloud, 4mm, 1.3MPx, HD, Wi-Fi, PoE, bullet, IP66",MVCLOUD-201,MVCLOUD-201,5711783518303,,,,,0.7,25.5,13.3,17.,,
6158,,0.00,12.60,21,12.6,0,CZK,0,"IP kamera ERNITEC Mercury SX 362IR, 2,7-12mm, 2MPx, FHD, PoE, dome, IP66",0070-04362IR,0070-04362IR,5704174261605,,,,,1.1,18.,17.4,17.5,,
7322,,0.00,12.60,21,12.6,0,CZK,0,"IP kamera ERNITEC Mercury SX 365IR, 2,7-12mm, 5MPx, PoE, dome, IP66",0070-04365IR,0070-04365IR,5704174393887,,,,,1.1,18.,17.5,17.4,,
11284,,0.00,12.60,21,12.6,0,CZK,0,"IP kamera ERNITEC Fisheye, 12MPx, IR-Cut, WDR, PoE, dome, IP66",0070-07965,0070-07965,5706998973795,,,,,1.,18.,11.,18.,,
27282,,0.00,12.60,21,12.6,0,CZK,0,"IP kamera ERNITEC Orion DX 832IR Outdoor, 2MPx, FHD, IR 200m, PTZ, dome",0070-05832IR,0070-05832IR,5706998657077,,,,,3.7,20.,35.,20.,,
